image,mode,gt,size,anchor,x,y,stride,inside_gt,inside_fixed,before_conflict,after_conflict,iou,rank_ciou,class_score,alignment,target_weight
images/train/0000084_01436_d_0000004.jpg,tal,3,small,11051,24.0,344.0,16.0,1,1,1,1,0.7685469388961792,0.7669387459754944,0.5349097847938538,0.14883475005626678,0.31754183769226074
images/train/0000084_01436_d_0000004.jpg,tal,3,small,11052,40.0,344.0,16.0,1,1,0,0,0.6313946843147278,0.6272364258766174,0.02756226621568203,0.010109858587384224,0.0
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,3903,28.0,316.0,8.0,1,1,0,0,0.700683057308197,0.6941624879837036,0.0929594561457634,0.034112509340047836,0.0
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,3904,36.0,316.0,8.0,1,1,1,1,0.8559267520904541,0.8540342450141907,0.052707523107528687,0.08908160030841827,0.19005733728408813
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,4003,28.0,324.0,8.0,1,1,1,1,0.9018229246139526,0.9016246795654297,0.6187979578971863,0.4225996732711792,0.9016246795654297
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,4004,36.0,324.0,8.0,1,1,1,1,0.8052914142608643,0.8043741583824158,0.40611857175827026,0.17261363565921783,0.36827459931373596
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,4103,28.0,332.0,8.0,1,1,1,1,0.8311692476272583,0.8304981589317322,0.6949105858802795,0.2735247015953064,0.5835703015327454
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,4104,36.0,332.0,8.0,1,1,1,1,0.8988576531410217,0.8988390564918518,0.4687768518924713,0.3610560894012451,0.7703202366828918
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,4203,28.0,340.0,8.0,1,1,1,1,0.7153722643852234,0.7125961184501648,0.5307034850120544,0.09538644552230835,0.20350885391235352
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,4204,36.0,340.0,8.0,1,1,1,1,0.8560923933982849,0.8554168939590454,0.40353378653526306,0.24888968467712402,0.5310109853744507
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,4303,28.0,348.0,8.0,1,1,0,0,0.6832964420318604,0.6795095205307007,0.29568371176719666,0.05352873355150223,0.0
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,4304,36.0,348.0,8.0,1,1,1,1,0.8756958246231079,0.8753765225410461,0.21918697655200958,0.21065741777420044,0.44944173097610474
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,10951,24.0,312.0,16.0,1,1,0,0,0.6602177619934082,0.6533714532852173,0.01580062136054039,0.009779080748558044,0.0
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,10952,40.0,312.0,16.0,1,1,0,0,0.5484596490859985,0.5403091311454773,0.0004835371219087392,0.0005471025942824781,0.0
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,11001,24.0,328.0,16.0,1,1,1,1,0.7984497547149658,0.7973819375038147,0.5489049553871155,0.19043508172035217,0.406296968460083
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,11002,40.0,328.0,16.0,1,1,0,0,0.62913978099823,0.6255389451980591,0.10162326693534851,0.019099531695246696,0.0
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,11051,24.0,344.0,16.0,1,1,1,1,0.7685469388961792,0.7669387459754944,0.5349097847938538,0.14883475005626678,0.31754183769226074
images/train/0000084_01436_d_0000004.jpg,fixed,3,small,11052,40.0,344.0,16.0,1,1,0,0,0.6313946843147278,0.6272364258766174,0.02756226621568203,0.010109858587384224,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,3802,20.0,308.0,8.0,0,0,0,0,0.2483001947402954,0.1669400930404663,3.743891647900455e-05,1.3244194008166232e-07,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,3803,28.0,308.0,8.0,0,0,0,0,0.3788488507270813,0.32591569423675537,0.0008404266554862261,3.474413824733347e-05,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,3804,36.0,308.0,8.0,0,0,0,0,0.39678820967674255,0.3338404893875122,0.0004674037918448448,2.9928169169579633e-05,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,3805,44.0,308.0,8.0,0,0,0,0,0.07124372571706772,0.0,1.000787869998021e-05,0.0,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,3902,20.0,316.0,8.0,0,0,0,0,0.5517938137054443,0.5374312400817871,0.010571316815912724,0.002477433532476425,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,3903,28.0,316.0,8.0,1,1,0,0,0.700683057308197,0.6941624879837036,0.0929594561457634,0.034112509340047836,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,3904,36.0,316.0,8.0,1,1,1,1,0.8559267520904541,0.8540342450141907,0.052707523107528687,0.08908160030841827,0.19005733728408813
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,3905,44.0,316.0,8.0,0,0,0,0,0.5187994837760925,0.5013226270675659,0.00013680824486073107,0.00018567779625300318,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4002,20.0,324.0,8.0,0,0,1,1,0.763379693031311,0.7607421278953552,0.0628935918211937,0.04861026629805565,0.10371095687150955
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4003,28.0,324.0,8.0,1,1,1,1,0.9018229246139526,0.9016246795654297,0.6187979578971863,0.4225996732711792,0.9016246795654297
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4004,36.0,324.0,8.0,1,1,1,1,0.8052914142608643,0.8043741583824158,0.40611857175827026,0.17261363565921783,0.36827459931373596
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4005,44.0,324.0,8.0,0,0,0,0,0.6402084231376648,0.6301626563072205,0.014599745161831379,0.007566388230770826,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4102,20.0,332.0,8.0,0,0,1,1,0.7479256391525269,0.7455402612686157,0.09928090125322342,0.054107747972011566,0.11543994396924973
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4103,28.0,332.0,8.0,1,1,1,1,0.8311692476272583,0.8304981589317322,0.6949105858802795,0.2735247015953064,0.5835703015327454
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4104,36.0,332.0,8.0,1,1,1,1,0.8988576531410217,0.8988390564918518,0.4687768518924713,0.3610560894012451,0.7703202366828918
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4105,44.0,332.0,8.0,0,0,0,0,0.643280565738678,0.637262761592865,0.04736143723130226,0.014575507491827011,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4202,20.0,340.0,8.0,0,0,0,0,0.7268514037132263,0.724129319190979,0.07980421185493469,0.04072955995798111,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4203,28.0,340.0,8.0,1,1,1,1,0.7153722643852234,0.7125961184501648,0.5307034850120544,0.09538644552230835,0.20350885391235352
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4204,36.0,340.0,8.0,1,1,1,1,0.8560923933982849,0.8554168939590454,0.40353378653526306,0.24888968467712402,0.5310109853744507
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4205,44.0,340.0,8.0,0,0,0,0,0.6183723211288452,0.6073763370513916,0.006674141623079777,0.004101520869880915,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4302,20.0,348.0,8.0,0,0,0,0,0.699264645576477,0.6951703429222107,0.006693998817354441,0.009234007447957993,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4303,28.0,348.0,8.0,1,1,1,1,0.6832964420318604,0.6795095205307007,0.29568371176719666,0.05352873355150223,0.11420460045337677
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4304,36.0,348.0,8.0,1,1,1,1,0.8756958246231079,0.8753765225410461,0.21918697655200958,0.21065741777420044,0.44944173097610474
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4305,44.0,348.0,8.0,0,0,0,0,0.4679507613182068,0.4384482204914093,0.0033199370373040438,0.0004093311436008662,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4402,20.0,356.0,8.0,0,0,0,0,0.6362115144729614,0.6281899213790894,4.3925054342253134e-05,0.0004072883166372776,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4403,28.0,356.0,8.0,0,0,0,0,0.7636171579360962,0.7587143182754517,0.0008069052128121257,0.0054185232147574425,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4404,36.0,356.0,8.0,0,0,0,0,0.6892555356025696,0.679877758026123,0.0007516207406297326,0.0027075991965830326,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4405,44.0,356.0,8.0,0,0,0,0,0.46239039301872253,0.42707112431526184,0.00021895905956625938,8.978064579423517e-05,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4502,20.0,364.0,8.0,0,0,0,0,0.30037549138069153,0.2589185833930969,1.0925155038421508e-05,9.958481541616493e-07,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4503,28.0,364.0,8.0,0,0,0,0,0.43975213170051575,0.40560322999954224,1.970625453395769e-05,1.9765620891121216e-05,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4504,36.0,364.0,8.0,0,0,0,0,0.3739657402038574,0.3261590003967285,6.020551154506393e-06,2.953890088974731e-06,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,4505,44.0,364.0,8.0,0,0,0,0,0.20933924615383148,0.13795264065265656,3.0892176710040076e-06,1.2114467651258565e-08,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,10951,24.0,312.0,16.0,1,1,0,0,0.6602177619934082,0.6533714532852173,0.01580062136054039,0.009779080748558044,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,10952,40.0,312.0,16.0,1,1,0,0,0.5484596490859985,0.5403091311454773,0.0004835371219087392,0.0005471025942824781,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,11001,24.0,328.0,16.0,1,1,1,1,0.7984497547149658,0.7973819375038147,0.5489049553871155,0.19043508172035217,0.406296968460083
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,11002,40.0,328.0,16.0,1,1,0,0,0.62913978099823,0.6255389451980591,0.10162326693534851,0.019099531695246696,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,11051,24.0,344.0,16.0,1,1,1,1,0.7685469388961792,0.7669387459754944,0.5349097847938538,0.14883475005626678,0.31754183769226074
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,11052,40.0,344.0,16.0,1,1,0,0,0.6313946843147278,0.6272364258766174,0.02756226621568203,0.010109858587384224,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,11101,24.0,360.0,16.0,0,0,0,0,0.42496204376220703,0.41794899106025696,3.202142397640273e-05,3.0161992981447838e-05,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,11102,40.0,360.0,16.0,0,0,0,0,0.24475258588790894,0.21746881306171417,2.8719790861941874e-05,5.668557605531532e-07,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,12725,16.0,304.0,32.0,0,0,0,0,0.004121025092899799,0.001917633693665266,1.8551681080225535e-07,2.1418328156916194e-20,0.0
images/train/0000084_01436_d_0000004.jpg,adaptive,3,small,12750,16.0,336.0,32.0,0,0,0,0,0.004926007241010666,0.003262185025960207,2.110488992457249e-07,5.536599013274151e-19,0.0
